,dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,district,Mmm,quarter,fiscal_year,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,sector,investment in cr,number_of_employees
562,20_1,2019-09-01,3643,63594054,0,0,Karimnagar,Sep,Q2,2019,2088,632,0,26,1957,275,185,150,179,2233,448,61,2643,103,2389,357,Plastic and Rubber,0.25,20
563,20_1,2019-09-01,3643,63594054,0,0,Karimnagar,Sep,Q2,2019,2088,632,0,26,1957,275,185,150,179,2233,448,61,2643,103,2389,357,Wood and Leather,0.25,10
564,20_4,2019-09-01,1574,24092340,0,0,Peddapalli,Sep,Q2,2019,1140,383,2,4,1082,129,79,95,144,1283,206,40,1467,62,1309,220,Engineering,0.5,8
565,20_4,2019-09-01,1574,24092340,0,0,Peddapalli,Sep,Q2,2019,1140,383,2,4,1082,129,79,95,144,1283,206,40,1467,62,1309,220,Food Processing,0.9,117
566,20_4,2019-09-01,1574,24092340,0,0,Peddapalli,Sep,Q2,2019,1140,383,2,4,1082,129,79,95,144,1283,206,40,1467,62,1309,220,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
567,20_4,2019-09-01,1574,24092340,0,0,Peddapalli,Sep,Q2,2019,1140,383,2,4,1082,129,79,95,144,1283,206,40,1467,62,1309,220,Agro based incl Cold Storages,0.3345,20
568,16_1,2019-09-01,3910,447847595,0,0,Hyderabad,Sep,Q2,2019,20236,2476,65,1636,17395,3120,1614,0,2284,19205,4621,579,22331,2082,20602,3811,Pharmaceuticals and Chemicals,2.3706,20
569,14_3,2019-09-01,3449,24156093,0,0,Nagarkurnool,Sep,Q2,2019,1246,483,0,2,1211,103,84,122,211,1510,204,17,1669,62,1451,280,Others,0.24,20
570,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Electrical and Electronic Products,4.6,0
571,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Engineering,28.6906,325
572,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Food Processing,44.6761,99
573,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Granite and Stone Crushing,6.8,5
574,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Paper and Printing,1.0888,28
575,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Pharmaceuticals and Chemicals,31.5244,840
576,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,R&D,7.1,60
577,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,"Real Estate,Industrial Parks and IT Buildings",73.0818,1365
578,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Wood and Leather,0.15,9
579,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Plastic and Rubber,154.9527,593
580,15_2,2019-09-01,12399,1009699757,0,0,Medchal_Malkajgiri,Sep,Q2,2019,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
581,22_2,2019-09-01,611,11952990,0,0,Bhadradri Kothagudem,Sep,Q2,2019,1772,496,0,2,1672,178,190,47,183,1852,377,39,2165,105,1903,367,Paper and Printing,4.5719,45
582,22_2,2019-09-01,611,11952990,0,0,Bhadradri Kothagudem,Sep,Q2,2019,1772,496,0,2,1672,178,190,47,183,1852,377,39,2165,105,1903,367,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,33
583,22_2,2019-09-01,611,11952990,0,0,Bhadradri Kothagudem,Sep,Q2,2019,1772,496,0,2,1672,178,190,47,183,1852,377,39,2165,105,1903,367,Engineering,0.5,10
584,20_2,2019-09-01,2478,26907074,0,0,Jagtial,Sep,Q2,2019,2024,333,0,0,1939,121,68,138,91,2150,191,14,2285,72,2201,156,Engineering,0.061,4
585,20_2,2019-09-01,2478,26907074,0,0,Jagtial,Sep,Q2,2019,2024,333,0,0,1939,121,68,138,91,2150,191,14,2285,72,2201,156,Beverages,0.2408,10
586,20_2,2019-09-01,2478,26907074,0,0,Jagtial,Sep,Q2,2019,2024,333,0,0,1939,121,68,138,91,2150,191,14,2285,72,2201,156,Agro based incl Cold Storages,1.0,25
587,20_2,2019-09-01,2478,26907074,0,0,Jagtial,Sep,Q2,2019,2024,333,0,0,1939,121,68,138,91,2150,191,14,2285,72,2201,156,Food Processing,0.35,25
588,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Granite and Stone Crushing,6.0527,81
589,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Food Processing,3.71,50
590,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Beverages,0.0763,2
591,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Agro based incl Cold Storages,0.46,12
592,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Textiles,0.95,20
593,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Plastic and Rubber,0.15,10
594,21_2,2019-09-01,1171,14836623,0,0,Warangal,Sep,Q2,2019,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Wood and Leather,0.5274,6
595,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Wood and Leather,1.0119,20
596,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Granite and Stone Crushing,4.4565,26
597,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Food Processing,2.185,22
598,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Engineering,0.025,4
599,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8
600,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Agro based incl Cold Storages,0.9935,18
601,22_1,2019-09-01,4093,81625269,0,0,Khammam,Sep,Q2,2019,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Plastic and Rubber,0.56,12
602,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.8505,13
603,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,Engineering,2.192,0
604,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.0,50
605,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,R&D,28.95,107
606,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,Plastic and Rubber,0.109,8
607,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,Pharmaceuticals and Chemicals,95.17,220
608,17_2,2019-09-01,8096,436896437,0,0,Sangareddy,Sep,Q2,2019,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,Others,2.0875,57
609,23_2,2019-09-01,3335,53229881,0,0,Suryapet,Sep,Q2,2019,2608,622,0,2,2531,181,129,130,261,2838,326,68,3146,86,2848,384,Agro based incl Cold Storages,0.13,4
610,23_2,2019-09-01,3335,53229881,0,0,Suryapet,Sep,Q2,2019,2608,622,0,2,2531,181,129,130,261,2838,326,68,3146,86,2848,384,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6
611,23_2,2019-09-01,3335,53229881,0,0,Suryapet,Sep,Q2,2019,2608,622,0,2,2531,181,129,130,261,2838,326,68,3146,86,2848,384,Plastic and Rubber,0.61,18
612,19_4,2019-09-01,280,3056614,0,0,Kumurambheem Asifabad,Sep,Q2,2019,479,148,0,0,465,20,86,5,51,515,104,8,607,20,490,137,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.395,12
613,19_3,2019-09-01,1632,23754440,0,0,Mancherial,Sep,Q2,2019,1298,389,0,2,1244,102,154,27,162,1401,263,25,1642,47,1378,311,Food Processing,0.05,2
614,18_2,2019-09-01,3078,28949349,0,0,Kamareddy,Sep,Q2,2019,1886,379,4,4,1822,122,96,92,141,2011,218,44,2216,57,2038,235,Food Processing,1.9814,34
615,18_2,2019-09-01,3078,28949349,0,0,Kamareddy,Sep,Q2,2019,1886,379,4,4,1822,122,96,92,141,2011,218,44,2216,57,2038,235,Agro based incl Cold Storages,0.27,6
616,19_1,2019-09-01,801,15818167,0,0,Adilabad,Sep,Q2,2019,944,219,0,9,910,60,83,14,105,1012,149,11,1157,15,993,179,Beverages,0.195,3
617,19_1,2019-09-01,801,15818167,0,0,Adilabad,Sep,Q2,2019,944,219,0,9,910,60,83,14,105,1012,149,11,1157,15,993,179,Engineering,0.029,3
618,14_4,2019-09-01,2624,17206310,0,0,Wanaparthy,Sep,Q2,2019,1043,288,0,0,1020,52,80,93,86,1190,133,8,1282,49,1167,164,Food Processing,0.9,9
619,18_1,2019-09-01,4738,54820621,0,0,Nizamabad,Sep,Q2,2019,3538,715,8,39,3408,286,236,112,258,3714,514,72,4188,112,3838,462,Agro based incl Cold Storages,0.39,2
620,18_1,2019-09-01,4738,54820621,0,0,Nizamabad,Sep,Q2,2019,3538,715,8,39,3408,286,236,112,258,3714,514,72,4188,112,3838,462,Food Processing,0.9452,41
621,18_1,2019-09-01,4738,54820621,0,0,Nizamabad,Sep,Q2,2019,3538,715,8,39,3408,286,236,112,258,3714,514,72,4188,112,3838,462,Engineering,1.6776,10
622,18_1,2019-09-01,4738,54820621,0,0,Nizamabad,Sep,Q2,2019,3538,715,8,39,3408,286,236,112,258,3714,514,72,4188,112,3838,462,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,15
623,19_2,2019-09-01,1675,15998743,0,0,Nirmal,Sep,Q2,2019,1084,285,0,22,1038,100,87,65,101,1178,191,22,1359,32,1211,180,Agro based incl Cold Storages,0.08,3
624,19_2,2019-09-01,1675,15998743,0,0,Nirmal,Sep,Q2,2019,1084,285,0,22,1038,100,87,65,101,1178,191,22,1359,32,1211,180,Beverages,0.0,3
625,19_2,2019-09-01,1675,15998743,0,0,Nirmal,Sep,Q2,2019,1084,285,0,22,1038,100,87,65,101,1178,191,22,1359,32,1211,180,Food Processing,0.0,2
626,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Textiles,644.75,390
627,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Wood and Leather,0.94,72
628,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Pharmaceuticals and Chemicals,0.9,60
629,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Paper and Printing,3.0,50
630,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,"Real Estate,Industrial Parks and IT Buildings",210.296,16155
631,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Granite and Stone Crushing,1.0,15
632,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Engineering,7.5034,57
633,15_1,2019-09-01,25274,1933407716,0,0,Rangareddy,Sep,Q2,2019,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Food Processing,0.48,100
634,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Plastic and Rubber,0.65,25
635,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Pharmaceuticals and Chemicals,0.8,6
636,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Engineering,7.23,48
637,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Food Processing,0.6,11
638,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.9925,12
639,17_1,2019-09-01,2251,29548372,0,0,Medak,Sep,Q2,2019,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Beverages,1.6175,16
640,21_3,2019-09-01,2452,30412836,0,0,Jangoan,Sep,Q2,2019,1117,257,0,0,1094,53,62,81,84,1238,124,12,1344,30,1234,140,Beverages,1.83,15
641,21_3,2019-09-01,2452,30412836,0,0,Jangoan,Sep,Q2,2019,1117,257,0,0,1094,53,62,81,84,1238,124,12,1344,30,1234,140,Food Processing,0.07,4
642,21_3,2019-09-01,2452,30412836,0,0,Jangoan,Sep,Q2,2019,1117,257,0,0,1094,53,62,81,84,1238,124,12,1344,30,1234,140,Textiles,0.37,50
643,21_3,2019-09-01,2452,30412836,0,0,Jangoan,Sep,Q2,2019,1117,257,0,0,1094,53,62,81,84,1238,124,12,1344,30,1234,140,Agro based incl Cold Storages,0.3,11
644,15_3,2019-09-01,2078,21904010,0,0,Vikarabad,Sep,Q2,2019,2271,866,8,2,2184,215,492,77,179,2381,718,48,3020,127,2486,661,Food Processing,14.37,84
645,14_1,2019-10-01,4289,62143167,0,0,Mahabubnagar,Oct,Q3,2019,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,R&D,1.85,700
646,14_1,2019-10-01,4289,62143167,0,0,Mahabubnagar,Oct,Q3,2019,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,Pharmaceuticals and Chemicals,17.12,480
647,14_1,2019-10-01,4289,62143167,0,0,Mahabubnagar,Oct,Q3,2019,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,Food Processing,105.005,80
648,14_1,2019-10-01,4289,62143167,0,0,Mahabubnagar,Oct,Q3,2019,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,Engineering,0.4062,13
649,14_1,2019-10-01,4289,62143167,0,0,Mahabubnagar,Oct,Q3,2019,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,Agro based incl Cold Storages,0.5538,3
650,17_3,2019-10-01,5139,53915598,0,0,Siddipet,Oct,Q3,2019,4206,974,0,4,4013,430,101,296,344,4557,564,63,5051,133,4753,431,Food Processing,2.98,25
651,17_3,2019-10-01,5139,53915598,0,0,Siddipet,Oct,Q3,2019,4206,974,0,4,4013,430,101,296,344,4557,564,63,5051,133,4753,431,Pharmaceuticals and Chemicals,1.8,100
652,17_3,2019-10-01,5139,53915598,0,0,Siddipet,Oct,Q3,2019,4206,974,0,4,4013,430,101,296,344,4557,564,63,5051,133,4753,431,R&D,10.0,10
653,17_3,2019-10-01,5139,53915598,0,0,Siddipet,Oct,Q3,2019,4206,974,0,4,4013,430,101,296,344,4557,564,63,5051,133,4753,431,Agro based incl Cold Storages,0.705,14
654,20_3,2019-10-01,2155,20876708,0,0,Rajanna Sircilla,Oct,Q3,2019,2723,534,0,0,2653,119,70,167,248,3023,223,11,3207,50,2942,315,Agro based incl Cold Storages,0.4315,16
655,20_3,2019-10-01,2155,20876708,0,0,Rajanna Sircilla,Oct,Q3,2019,2723,534,0,0,2653,119,70,167,248,3023,223,11,3207,50,2942,315,Textiles,0.2425,10
656,20_3,2019-10-01,2155,20876708,0,0,Rajanna Sircilla,Oct,Q3,2019,2723,534,0,0,2653,119,70,167,248,3023,223,11,3207,50,2942,315,Food Processing,0.55,45
657,20_3,2019-10-01,2155,20876708,0,0,Rajanna Sircilla,Oct,Q3,2019,2723,534,0,0,2653,119,70,167,248,3023,223,11,3207,50,2942,315,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3925,27
658,21_5,2019-10-01,1224,15367793,0,0,Mahabubabad,Oct,Q3,2019,2456,580,0,4,2415,99,151,100,275,2738,280,22,2992,48,2618,422,Agro based incl Cold Storages,0.101,5
659,21_5,2019-10-01,1224,15367793,0,0,Mahabubabad,Oct,Q3,2019,2456,580,0,4,2415,99,151,100,275,2738,280,22,2992,48,2618,422,Textiles,0.032,10
660,21_5,2019-10-01,1224,15367793,0,0,Mahabubabad,Oct,Q3,2019,2456,580,0,4,2415,99,151,100,275,2738,280,22,2992,48,2618,422,Food Processing,4.016,55
661,21_5,2019-10-01,1224,15367793,0,0,Mahabubabad,Oct,Q3,2019,2456,580,0,4,2415,99,151,100,275,2738,280,22,2992,48,2618,422,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.062,18
662,23_1,2019-10-01,6399,77880007,0,0,Nalgonda,Oct,Q3,2019,7788,1564,0,31,7493,578,256,520,536,8453,859,71,9186,197,8609,774,Pharmaceuticals and Chemicals,0.5,60
663,23_1,2019-10-01,6399,77880007,0,0,Nalgonda,Oct,Q3,2019,7788,1564,0,31,7493,578,256,520,536,8453,859,71,9186,197,8609,774,Food Processing,5.596,143
664,23_3,2019-10-01,8233,120542910,0,0,Yadadri Bhuvanagiri,Oct,Q3,2019,3056,969,0,166,2922,343,284,244,398,3519,632,40,4100,91,3535,656,Agro based incl Cold Storages,12.12,8
665,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Wood and Leather,0.24,15
666,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Agro based incl Cold Storages,1.0,47
667,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Granite and Stone Crushing,1.93,15
668,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.48,75
669,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Engineering,0.45,20
670,20_1,2019-10-01,3265,66449860,0,0,Karimnagar,Oct,Q3,2019,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Food Processing,0.7988,50
671,20_4,2019-10-01,2008,25252869,0,0,Peddapalli,Oct,Q3,2019,3327,697,0,6,3150,292,141,201,246,3509,469,52,3916,114,3649,381,Agro based incl Cold Storages,1.17,7
672,20_4,2019-10-01,2008,25252869,0,0,Peddapalli,Oct,Q3,2019,3327,697,0,6,3150,292,141,201,246,3509,469,52,3916,114,3649,381,Beverages,0.25,4
673,20_4,2019-10-01,2008,25252869,0,0,Peddapalli,Oct,Q3,2019,3327,697,0,6,3150,292,141,201,246,3509,469,52,3916,114,3649,381,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2948,14
674,20_4,2019-10-01,2008,25252869,0,0,Peddapalli,Oct,Q3,2019,3327,697,0,6,3150,292,141,201,246,3509,469,52,3916,114,3649,381,Engineering,0.5,8
675,14_3,2019-10-01,2965,23957219,0,0,Nagarkurnool,Oct,Q3,2019,3096,793,0,0,2997,217,89,283,303,3526,334,29,3825,64,3522,367,Granite and Stone Crushing,0.24,0
676,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Granite and Stone Crushing,0.2,9
677,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Paper and Printing,11.35,111
678,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Pharmaceuticals and Chemicals,0.2436,7
679,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Plastic and Rubber,8.3168,92
680,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,R&D,3.59,210
681,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Food Processing,1.1,29
682,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.6167,39
683,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Electrical and Electronic Products,4.1834,178
684,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Engineering,10.6192,179
685,15_2,2019-10-01,12870,960760982,0,0,Medchal_Malkajgiri,Oct,Q3,2019,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Agro based incl Cold Storages,0.65,30
686,22_2,2019-10-01,712,12677945,0,0,Bhadradri Kothagudem,Oct,Q3,2019,4662,1041,2,2,4411,457,339,192,308,4835,798,74,5508,199,5072,635,Engineering,0.09,3
687,22_2,2019-10-01,712,12677945,0,0,Bhadradri Kothagudem,Oct,Q3,2019,4662,1041,2,2,4411,457,339,192,308,4835,798,74,5508,199,5072,635,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.3,10
688,22_2,2019-10-01,712,12677945,0,0,Bhadradri Kothagudem,Oct,Q3,2019,4662,1041,2,2,4411,457,339,192,308,4835,798,74,5508,199,5072,635,Food Processing,0.035,1
689,20_2,2019-10-01,2180,24713520,0,0,Jagtial,Oct,Q3,2019,4152,834,0,0,3982,282,123,358,241,4549,392,45,4829,157,4638,348,Wood and Leather,0.5,17
690,20_2,2019-10-01,2180,24713520,0,0,Jagtial,Oct,Q3,2019,4152,834,0,0,3982,282,123,358,241,4549,392,45,4829,157,4638,348,Food Processing,2.2027,64
691,20_2,2019-10-01,2180,24713520,0,0,Jagtial,Oct,Q3,2019,4152,834,0,0,3982,282,123,358,241,4549,392,45,4829,157,4638,348,Engineering,0.23,10
692,20_2,2019-10-01,2180,24713520,0,0,Jagtial,Oct,Q3,2019,4152,834,0,0,3982,282,123,358,241,4549,392,45,4829,157,4638,348,Agro based incl Cold Storages,0.855,22
693,14_2,2019-10-01,1909,15821250,0,0,Jogulamba Gadwal,Oct,Q3,2019,2692,308,0,0,2660,69,56,97,118,2849,141,10,2935,65,2837,163,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.4,9
694,14_2,2019-10-01,1909,15821250,0,0,Jogulamba Gadwal,Oct,Q3,2019,2692,308,0,0,2660,69,56,97,118,2849,141,10,2935,65,2837,163,Food Processing,0.1738,10
695,21_2,2019-10-01,1011,11442985,0,0,Warangal,Oct,Q3,2019,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,Agro based incl Cold Storages,0.54,10
696,21_2,2019-10-01,1011,11442985,0,0,Warangal,Oct,Q3,2019,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0537,2
697,21_2,2019-10-01,1011,11442985,0,0,Warangal,Oct,Q3,2019,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,Wood and Leather,0.14,0
698,21_2,2019-10-01,1011,11442985,0,0,Warangal,Oct,Q3,2019,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,Granite and Stone Crushing,7.21,91
699,21_2,2019-10-01,1011,11442985,0,0,Warangal,Oct,Q3,2019,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,Food Processing,0.38,4
