,dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,district,Mmm,quarter,fiscal_year,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,sector,investment in cr,number_of_employees
0,14_1,2019-04-01,4533,59236363,0,0,Mahabubnagar,Apr,Q1,2019,4550,660,0,0,4431,264,193,84,238,4714,450,44,5104,106,4802,408,Engineering,2.32,15
1,14_1,2019-04-01,4533,59236363,0,0,Mahabubnagar,Apr,Q1,2019,4550,660,0,0,4431,264,193,84,238,4714,450,44,5104,106,4802,408,Paper and Printing,14.4,305
2,17_3,2019-04-01,4151,41508762,0,0,Siddipet,Apr,Q1,2019,3112,496,0,0,3038,233,70,72,195,3276,279,53,3470,138,3353,255,Food Processing,3.29,30
3,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Wood and Leather,0.2,8
4,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Textiles,0.2675,27
5,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Plastic and Rubber,0.15,4
6,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Paper and Printing,0.2,10
7,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Food Processing,2.02,12
8,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Engineering,0.155,6
9,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.62,28
10,20_3,2019-04-01,2116,23674170,0,0,Rajanna Sircilla,Apr,Q1,2019,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Agro based incl Cold Storages,0.56,24
11,21_5,2019-04-01,1089,15915285,0,0,Mahabubabad,Apr,Q1,2019,1945,297,1,2,1923,48,85,49,140,2087,144,14,2203,42,2030,215,Electrical and Electronic Products,0.12,5
12,23_1,2019-04-01,6133,82593256,0,0,Nalgonda,Apr,Q1,2019,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Plastic and Rubber,1.2916,19
13,23_1,2019-04-01,6133,82593256,0,0,Nalgonda,Apr,Q1,2019,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Pharmaceuticals and Chemicals,3.0,20
14,23_1,2019-04-01,6133,82593256,0,0,Nalgonda,Apr,Q1,2019,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Granite and Stone Crushing,0.82,30
15,23_1,2019-04-01,6133,82593256,0,0,Nalgonda,Apr,Q1,2019,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Food Processing,1.25,20
16,23_1,2019-04-01,6133,82593256,0,0,Nalgonda,Apr,Q1,2019,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Agro based incl Cold Storages,0.2,10
17,23_3,2019-04-01,7413,113680902,0,0,Yadadri Bhuvanagiri,Apr,Q1,2019,2468,470,2,12,2398,198,56,81,219,2679,236,37,2899,53,2690,262,Food Processing,6.1433,50
18,23_3,2019-04-01,7413,113680902,0,0,Yadadri Bhuvanagiri,Apr,Q1,2019,2468,470,2,12,2398,198,56,81,219,2679,236,37,2899,53,2690,262,Engineering,2.7,20
19,23_3,2019-04-01,7413,113680902,0,0,Yadadri Bhuvanagiri,Apr,Q1,2019,2468,470,2,12,2398,198,56,81,219,2679,236,37,2899,53,2690,262,Pharmaceuticals and Chemicals,0.0,75
20,23_3,2019-04-01,7413,113680902,0,0,Yadadri Bhuvanagiri,Apr,Q1,2019,2468,470,2,12,2398,198,56,81,219,2679,236,37,2899,53,2690,262,Plastic and Rubber,0.23,5
21,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Agro based incl Cold Storages,1.475,53
22,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Beverages,0.17,4
23,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.24,26
24,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Engineering,0.07,4
25,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Food Processing,0.6645,20
26,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Granite and Stone Crushing,4.7,45
27,20_1,2019-04-01,2748,58308650,0,0,Karimnagar,Apr,Q1,2019,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Textiles,0.3,6
28,20_4,2019-04-01,1384,27467135,0,0,Peddapalli,Apr,Q1,2019,2066,350,4,5,1993,146,62,69,155,2181,208,34,2371,54,2222,203,Engineering,0.08,3
29,20_4,2019-04-01,1384,27467135,0,0,Peddapalli,Apr,Q1,2019,2066,350,4,5,1993,146,62,69,155,2181,208,34,2371,54,2222,203,Agro based incl Cold Storages,1.014,8
30,14_3,2019-04-01,2726,21804047,0,0,Nagarkurnool,Apr,Q1,2019,2200,496,0,0,2160,110,74,162,190,2483,194,19,2645,51,2440,256,Food Processing,0.2346,10
31,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Wood and Leather,1.5304,7
32,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,"Real Estate,Industrial Parks and IT Buildings",531.0,70
33,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,R&D,93.0,50
34,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Plastic and Rubber,5.5373,75
35,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Pharmaceuticals and Chemicals,9.05,503
36,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Paper and Printing,6.1237,462
37,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Food Processing,0.4225,265
38,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.05,5
39,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Engineering,36.6737,1159
40,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Electrical and Electronic Products,14.95,39
41,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,4
42,15_2,2019-04-01,14140,1080766807,0,0,Medchal_Malkajgiri,Apr,Q1,2019,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Granite and Stone Crushing,0.0,5
43,22_2,2019-04-01,542,12610700,0,0,Bhadradri Kothagudem,Apr,Q1,2019,3527,669,2,4,3409,234,231,74,254,3683,467,52,4096,106,3725,477,Paper and Printing,0.2,6
44,22_2,2019-04-01,542,12610700,0,0,Bhadradri Kothagudem,Apr,Q1,2019,3527,669,2,4,3409,234,231,74,254,3683,467,52,4096,106,3725,477,Beverages,0.06,3
45,22_2,2019-04-01,542,12610700,0,0,Bhadradri Kothagudem,Apr,Q1,2019,3527,669,2,4,3409,234,231,74,254,3683,467,52,4096,106,3725,477,Agro based incl Cold Storages,0.165,4
46,22_2,2019-04-01,542,12610700,0,0,Bhadradri Kothagudem,Apr,Q1,2019,3527,669,2,4,3409,234,231,74,254,3683,467,52,4096,106,3725,477,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6
47,20_2,2019-04-01,1943,26031616,0,0,Jagtial,Apr,Q1,2019,2786,440,2,0,2720,135,106,121,146,2951,245,30,3120,108,2986,242,Engineering,0.2,2
48,20_2,2019-04-01,1943,26031616,0,0,Jagtial,Apr,Q1,2019,2786,440,2,0,2720,135,106,121,146,2951,245,30,3120,108,2986,242,Beverages,0.051,2
49,20_2,2019-04-01,1943,26031616,0,0,Jagtial,Apr,Q1,2019,2786,440,2,0,2720,135,106,121,146,2951,245,30,3120,108,2986,242,Agro based incl Cold Storages,0.17,6
50,14_2,2019-04-01,2074,17019180,0,0,Jogulamba Gadwal,Apr,Q1,2019,2033,173,0,0,2017,67,22,47,53,2111,87,8,2162,44,2134,72,Agro based incl Cold Storages,1.6982,9
51,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Textiles,1.4239,16
52,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Food Processing,0.02,2
53,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,16
54,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Agro based incl Cold Storages,0.1,0
55,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Engineering,0.22,0
56,21_2,2019-04-01,947,10639865,0,0,Warangal,Apr,Q1,2019,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Granite and Stone Crushing,0.6,10
57,22_1,2019-04-01,4088,89082890,0,0,Khammam,Apr,Q1,2019,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,Agro based incl Cold Storages,0.57,17
58,22_1,2019-04-01,4088,89082890,0,0,Khammam,Apr,Q1,2019,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.0,25
59,22_1,2019-04-01,4088,89082890,0,0,Khammam,Apr,Q1,2019,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,Food Processing,0.2,4
60,22_1,2019-04-01,4088,89082890,0,0,Khammam,Apr,Q1,2019,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,Granite and Stone Crushing,4.46,32
61,22_1,2019-04-01,4088,89082890,0,0,Khammam,Apr,Q1,2019,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,Paper and Printing,0.4,12
62,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Wood and Leather,0.0,12
63,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Solar and Other Renewable Energy,27.5,75
64,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Plastic and Rubber,33.6,0
65,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Pharmaceuticals and Chemicals,9.3749,174
66,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Granite and Stone Crushing,4.35,41
67,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Food Processing,18.0,250
68,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Engineering,3.416,190
69,17_2,2019-04-01,8316,418960714,0,0,Sangareddy,Apr,Q1,2019,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,"Cement, Cement & Concrete Products, Fly Ash Bricks",8.3,60
70,23_2,2019-04-01,2692,45800865,0,0,Suryapet,Apr,Q1,2019,3295,676,1,2,3192,202,113,120,347,3606,295,71,3911,63,3526,448,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,25
71,23_2,2019-04-01,2692,45800865,0,0,Suryapet,Apr,Q1,2019,3295,676,1,2,3192,202,113,120,347,3606,295,71,3911,63,3526,448,Granite and Stone Crushing,6.0758,60
72,23_2,2019-04-01,2692,45800865,0,0,Suryapet,Apr,Q1,2019,3295,676,1,2,3192,202,113,120,347,3606,295,71,3911,63,3526,448,Textiles,0.8,6
73,19_4,2019-04-01,585,8302945,0,0,Kumurambheem Asifabad,Apr,Q1,2019,1149,155,0,0,1136,27,53,0,88,1212,76,14,1288,16,1167,137,Agro based incl Cold Storages,0.05,5
74,19_4,2019-04-01,585,8302945,0,0,Kumurambheem Asifabad,Apr,Q1,2019,1149,155,0,0,1136,27,53,0,88,1212,76,14,1288,16,1167,137,Food Processing,1.2124,23
75,19_3,2019-04-01,1620,24326193,0,0,Mancherial,Apr,Q1,2019,2006,367,9,14,1924,178,112,12,170,2081,295,20,2330,66,2128,268,Beverages,0.06,3
76,19_3,2019-04-01,1620,24326193,0,0,Mancherial,Apr,Q1,2019,2006,367,9,14,1924,178,112,12,170,2081,295,20,2330,66,2128,268,Food Processing,0.05,2
77,18_2,2019-04-01,2876,26367902,0,0,Kamareddy,Apr,Q1,2019,3066,306,6,0,2995,142,49,64,128,3156,189,33,3322,56,3203,175,Food Processing,8.9646,73
78,19_1,2019-04-01,1043,12672655,0,0,Adilabad,Apr,Q1,2019,1758,326,0,2,1697,116,77,13,183,1823,184,79,2061,25,1832,254,Engineering,0.625,13
79,19_1,2019-04-01,1043,12672655,0,0,Adilabad,Apr,Q1,2019,1758,326,0,2,1697,116,77,13,183,1823,184,79,2061,25,1832,254,"Cement, Cement & Concrete Products, Fly Ash Bricks",19.3702,99
80,19_1,2019-04-01,1043,12672655,0,0,Adilabad,Apr,Q1,2019,1758,326,0,2,1697,116,77,13,183,1823,184,79,2061,25,1832,254,Food Processing,0.098,7
81,14_4,2019-04-01,2355,19227636,0,0,Wanaparthy,Apr,Q1,2019,1752,262,0,0,1722,72,58,64,98,1865,131,18,1992,22,1865,149,Granite and Stone Crushing,1.51,50
82,18_1,2019-04-01,4562,60415544,0,0,Nizamabad,Apr,Q1,2019,4701,772,2,22,4493,481,188,110,225,4785,646,66,5426,71,5096,401,Pharmaceuticals and Chemicals,0.3,8
83,18_1,2019-04-01,4562,60415544,0,0,Nizamabad,Apr,Q1,2019,4701,772,2,22,4493,481,188,110,225,4785,646,66,5426,71,5096,401,Agro based incl Cold Storages,0.2,12
84,18_1,2019-04-01,4562,60415544,0,0,Nizamabad,Apr,Q1,2019,4701,772,2,22,4493,481,188,110,225,4785,646,66,5426,71,5096,401,Engineering,0.06,4
85,19_2,2019-04-01,1767,18940764,0,0,Nirmal,Apr,Q1,2019,1736,263,2,9,1678,121,55,70,86,1806,173,31,1980,30,1879,131,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,3
86,19_2,2019-04-01,1767,18940764,0,0,Nirmal,Apr,Q1,2019,1736,263,2,9,1678,121,55,70,86,1806,173,31,1980,30,1879,131,Engineering,0.03,0
87,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Plastic and Rubber,3.59,32
88,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,"Real Estate,Industrial Parks and IT Buildings",291.7016,14048
89,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Pharmaceuticals and Chemicals,0.9975,7
90,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Granite and Stone Crushing,2.53,20
91,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Food Processing,0.5456,489
92,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Engineering,13.4535,149
93,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Agro based incl Cold Storages,0.55,5
94,15_1,2019-04-01,29436,2026355727,0,0,Rangareddy,Apr,Q1,2019,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.8025,41
95,17_1,2019-04-01,2205,30584778,0,0,Medak,Apr,Q1,2019,2240,439,2,0,2181,145,144,31,180,2374,273,34,2545,136,2363,318,Agro based incl Cold Storages,59.5,800
96,17_1,2019-04-01,2205,30584778,0,0,Medak,Apr,Q1,2019,2240,439,2,0,2181,145,144,31,180,2374,273,34,2545,136,2363,318,Engineering,1.369,10
97,17_1,2019-04-01,2205,30584778,0,0,Medak,Apr,Q1,2019,2240,439,2,0,2181,145,144,31,180,2374,273,34,2545,136,2363,318,Solar and Other Renewable Energy,318.25,20
98,21_3,2019-04-01,2372,30706161,0,0,Jangoan,Apr,Q1,2019,1961,281,2,0,1939,72,72,48,113,2082,146,16,2209,35,2075,169,Engineering,0.05,3
99,15_3,2019-04-01,2259,26570227,0,0,Vikarabad,Apr,Q1,2019,3636,877,6,2,3502,341,481,74,123,3666,796,59,4412,109,3928,593,Agro based incl Cold Storages,0.1952,5
100,15_3,2019-04-01,2259,26570227,0,0,Vikarabad,Apr,Q1,2019,3636,877,6,2,3502,341,481,74,123,3666,796,59,4412,109,3928,593,Food Processing,0.056,5
101,15_3,2019-04-01,2259,26570227,0,0,Vikarabad,Apr,Q1,2019,3636,877,6,2,3502,341,481,74,123,3666,796,59,4412,109,3928,593,Plastic and Rubber,0.105,6
102,15_3,2019-04-01,2259,26570227,0,0,Vikarabad,Apr,Q1,2019,3636,877,6,2,3502,341,481,74,123,3666,796,59,4412,109,3928,593,Wood and Leather,0.145,4
103,14_1,2019-05-01,4301,73344601,0,0,Mahabubnagar,May,Q1,2019,3975,823,4,2,3874,300,212,86,332,4199,518,78,4680,124,4288,516,Pharmaceuticals and Chemicals,66.9,190
104,14_1,2019-05-01,4301,73344601,0,0,Mahabubnagar,May,Q1,2019,3975,823,4,2,3874,300,212,86,332,4199,518,78,4680,124,4288,516,Granite and Stone Crushing,0.0,1000
105,14_1,2019-05-01,4301,73344601,0,0,Mahabubnagar,May,Q1,2019,3975,823,4,2,3874,300,212,86,332,4199,518,78,4680,124,4288,516,Food Processing,3.78,90
106,14_1,2019-05-01,4301,73344601,0,0,Mahabubnagar,May,Q1,2019,3975,823,4,2,3874,300,212,86,332,4199,518,78,4680,124,4288,516,Electrical and Electronic Products,10.67,30
107,17_3,2019-05-01,4478,49926112,0,0,Siddipet,May,Q1,2019,3338,603,2,0,3236,252,60,103,292,3577,329,37,3837,106,3605,338,R&D,4.8,40
108,17_3,2019-05-01,4478,49926112,0,0,Siddipet,May,Q1,2019,3338,603,2,0,3236,252,60,103,292,3577,329,37,3837,106,3605,338,Granite and Stone Crushing,0.2,11
109,17_3,2019-05-01,4478,49926112,0,0,Siddipet,May,Q1,2019,3338,603,2,0,3236,252,60,103,292,3577,329,37,3837,106,3605,338,Food Processing,35.21,120
110,17_3,2019-05-01,4478,49926112,0,0,Siddipet,May,Q1,2019,3338,603,2,0,3236,252,60,103,292,3577,329,37,3837,106,3605,338,Agro based incl Cold Storages,0.8362,58
111,20_3,2019-05-01,2097,23745502,0,0,Rajanna Sircilla,May,Q1,2019,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,Textiles,0.46,23
112,20_3,2019-05-01,2097,23745502,0,0,Rajanna Sircilla,May,Q1,2019,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,Granite and Stone Crushing,1.25,46
113,20_3,2019-05-01,2097,23745502,0,0,Rajanna Sircilla,May,Q1,2019,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,Food Processing,0.14,5
114,20_3,2019-05-01,2097,23745502,0,0,Rajanna Sircilla,May,Q1,2019,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,Agro based incl Cold Storages,0.44,18
115,20_3,2019-05-01,2097,23745502,0,0,Rajanna Sircilla,May,Q1,2019,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8
116,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Agro based incl Cold Storages,0.275,9
117,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Engineering,0.035,5
118,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,15
119,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Textiles,0.11,5
120,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Pharmaceuticals and Chemicals,0.0275,5
121,21_5,2019-05-01,1468,19541233,0,0,Mahabubabad,May,Q1,2019,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Granite and Stone Crushing,0.52,15
122,23_1,2019-05-01,6592,90267315,0,0,Nalgonda,May,Q1,2019,5141,1103,4,12,5001,367,126,302,464,5654,498,102,6163,97,5694,566,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.835,20
123,23_1,2019-05-01,6592,90267315,0,0,Nalgonda,May,Q1,2019,5141,1103,4,12,5001,367,126,302,464,5654,498,102,6163,97,5694,566,Food Processing,0.772,10
124,23_3,2019-05-01,8787,161615746,0,0,Yadadri Bhuvanagiri,May,Q1,2019,2404,595,0,16,2321,231,53,144,266,2695,285,35,2942,73,2709,306,Engineering,1.864,15
125,23_3,2019-05-01,8787,161615746,0,0,Yadadri Bhuvanagiri,May,Q1,2019,2404,595,0,16,2321,231,53,144,266,2695,285,35,2942,73,2709,306,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.11,5
126,23_3,2019-05-01,8787,161615746,0,0,Yadadri Bhuvanagiri,May,Q1,2019,2404,595,0,16,2321,231,53,144,266,2695,285,35,2942,73,2709,306,Textiles,0.44,22
127,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Granite and Stone Crushing,3.131,30
128,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Agro based incl Cold Storages,1.585,34
129,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Beverages,0.25,6
130,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14
131,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Engineering,0.03,2
132,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Food Processing,0.6905,24
133,20_1,2019-05-01,3029,60448065,0,0,Karimnagar,May,Q1,2019,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Textiles,0.2491,4
134,20_4,2019-05-01,1554,27369396,0,0,Peddapalli,May,Q1,2019,1893,374,4,2,1822,165,70,72,144,2006,249,18,2215,58,2067,206,Granite and Stone Crushing,0.9284,18
135,20_4,2019-05-01,1554,27369396,0,0,Peddapalli,May,Q1,2019,1893,374,4,2,1822,165,70,72,144,2006,249,18,2215,58,2067,206,Agro based incl Cold Storages,0.6925,19
136,20_4,2019-05-01,1554,27369396,0,0,Peddapalli,May,Q1,2019,1893,374,4,2,1822,165,70,72,144,2006,249,18,2215,58,2067,206,Beverages,0.1987,4
137,20_4,2019-05-01,1554,27369396,0,0,Peddapalli,May,Q1,2019,1893,374,4,2,1822,165,70,72,144,2006,249,18,2215,58,2067,206,Engineering,0.055,2
138,14_3,2019-05-01,3471,25935850,0,0,Nagarkurnool,May,Q1,2019,1816,470,0,0,1778,100,64,114,230,2075,179,32,2246,40,1998,288,Food Processing,0.63,8
